track_name,track_id,artists,artists_ids,album_name,album_id,duration_ms,explicit,popularity,popularity_per_artist,followers_per_artist,album_popularity
Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,"['Miguel', 'Travis Scott']","['360IAlyVv4PCEVjgyMZrxK', '0Y5tJX1MQlPlqiwlOH1tJY']",War & Leisure,05LEST8E8mkEIl2LRfUkcI,259333,True,75,84,13573360,72
Saved (feat. E-40),2ESNJZExcQw1BAmmA8Ct3j,"['Ty Dolla $ign', 'E-40']","['7c0XG5cIJTrrAgEC3ULPiq', '3crnzLy8R4lVwaigKEOz7V']",Free TC,2DtLmzu6cCDYO9U53a6hRA,178515,True,57,74,2731663,0
Stronger,3CrsuTJomWZmeXIvKhV45l,['The Score'],['2q3GG88dVwuQPF4FmySr9I'],Stronger,1ZYML9Wz8cTOnudrIj1Qhs,190048,False,67,69,1285764,0
Kissin' You,1e5DTpM1WeggytDXbphivX,['Total'],['1urjDGTd4iBze91Z1W1gu7'],Total,4uLoT81NWVFx09mkfnGCHb,282333,False,58,56,474508,52
Start Me Up - Remastered 2009,7HKez549fwJQDzx3zLjHKC,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],Tattoo You (2009 Re-Mastered),15XNBzVWARPMlu0sEbfBjJ,213066,False,80,78,12946374,73
WILD,2HWWsTZxnLSUdFZ4gjsP5N,['Troye Sivan'],['3WGpXCj9YhhfX11TToZcXP'],Blue Neighbourhood (Deluxe),5ouTDazE4LF9bVJPx1nlgW,227871,False,52,74,7628712,63
SadioWitch,4MdEY116yOrTk48QgxnpSY,['Electric Wizard'],['4htjQW3lgIwL6fEJlTOez4'],SadioWitch,1DSiFh8z9DmjFeyzW0SEJi,250224,False,28,46,282321,0
Best Kept Secret,1gBrzZ9R1aY1Wmzb2UOswC,['Nesha Deshaun'],['2qKk42svhj2sc9i7v6DwCb'],Best Kept Secret,3As8wGoPZO2yvb0jyJgGAj,211487,True,0,1,255,1
That Far,1BjiBbVzBMREvXiT6X5tHi,['6LACK'],['4IVAbR2w4JJNJDDRFP3E83'],That Far,3Yvipkm19cAQj9IxIyd0uq,185865,True,49,76,4239942,41
Still D.R.E.,503OTo2dSqe7qk76rgsbep,"['Dr. Dre', 'Snoop Dogg']","['6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG']",2001,0qRYw8PUU2AE7MPTvC9AwF,270586,True,85,82,9720758,1
Keep On,4MV4wa3Dke1GMBtk06GMR0,['Kehlani'],['0cGUm45nv7Z6M6qdXYQGTX'],SweetSexySavage (Deluxe),4B4in9QlrlYWSHlYSRebdC,209121,True,53,74,6899682,65
The Nexus,3cSJXlpx1lAP8vGAh8mEXB,['Amaranthe'],['2KaW48xlLnXC2v8tvyhWsa'],The Nexus,5q3HjwSI4wgWdkPGwtG15y,196053,False,55,60,512603,0
Toothbrush,7ciLq0Cip0yxiz6KANrOUq,['DNCE'],['6T5tfhQCknKG4UnH90qGnz'],DNCE,3Wv4X8OA65pGpFzBkuUgAh,231813,False,68,69,4492442,77
Wing$,5n5uyFpfopa4mNdSN0gTaH,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis']","['5BcAKTbp20cv7tC5VqPFoC', '3JhNCzhSMTxs9WLGJJxWOY', '4myTppRgh0rojLxx8RycOp']",The Heist,76FXHQhTuT4QMIxfL09gX8,298640,False,63,75,1569905,77
Hate To Say I Told You So,6xxXrNJnnsQNLdgNk8S4y8,['The Hives'],['4DToQR3aKrHQSSRzSz8Nzt'],Veni Vidi Vicious,4LIKns3pN21w48Yf4dA6eL,199759,False,62,61,717812,0
It's A Man's World/Sleeping With The One I Love - Recorded at Spotify Studios NYC,1qX2eMwJzsQdhPg2CrmC1r,['Fantasia'],['7xAcVHPiirnUqfdqo0USb1'],Spotify Singles,56P9jRbQcFQ8KOBW17xI00,362602,False,27,57,1945764,20
One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,"['Calvin Harris', 'Dua Lipa']","['7CajNmpbOovFoOoasH2HaY', '6M2wZ9GZgrQXHCFfjv46we']",One Kiss (with Dua Lipa),7GEzhoTiqcPYkOprWQu581,214846,False,88,86,31679301,80
Hear Me Now,39cmB3ZoTOLwOTq7tMNqKa,"['Alok', 'Bruno Martini', 'Zeeba']","['0NGAZxHanS9e0iNHpR8f2W', '5veVxxPm1vzgi6pO2iVA8L', '7qPLO2XOUaRrRxkvLZ3AEK']",Hear Me Now,6apmeAAgvzvhBKio8WYThf,194840,False,77,68,4178272,45
Refill,2k9cDkVumJEtoBASCPIiFw,['Elle Varner'],['7zmk5lkmCMVvfvwF3H8FWC'],Perfectly Imperfect,68LPoE2EfeEnWZGMAOB3Cu,240133,False,51,42,326763,48
Counting Stars,2tpWsVSb9UEmDRxAl1zhX1,['OneRepublic'],['5Pwc4xIPtQLFEnJriah9YJ'],Native,20lOt6G8MHv8ZO7ViOmiP7,257265,False,87,83,15621526,80
"Jumpin', Jumpin'",4pmc2AxSEq6g7hPVlJCPyP,"[""Destiny's Child""]",['1Y8cdNmUJH7yBTd9yOvr5i'],The Writing's On The Wall,283NWqNsCA9GwVHrJk59CG,230200,False,73,71,6408905,77
Cupid,3kVIFDE3G89I2RPVkiRaRj,['112'],['7urq0VfqxEYEEiZUkebXT4'],112,5lSLGYViKHz22S8gEXz9Vc,252266,False,65,65,1074378,64
Caroline,5hTpBe8h35rJ67eAWHQsJx,['Aminé'],['3Gm5F95VdRxW3mqCn8RPBJ'],Good For You,3lajefIuUk4SfzqVBSJy8p,209640,True,74,73,1864348,71
What I Got,3B4q6KbHbGV51HO3GznBFF,['Sublime'],['0EdvGhlC1FkGItLOWQzG4J'],Sublime,4R3tXoorBpHji6Jdms8a4Q,170906,True,76,71,2532360,54
Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,['OneRepublic'],['5Pwc4xIPtQLFEnJriah9YJ'],Oh My My (Deluxe),6p01JdkB7ry8iAf4IuC1Lv,169773,False,64,83,15621526,64
Hello,1rqduvolf1CVHSzY519bPp,['Erykah Badu'],['7IfculRW2WXyzNQ8djX8WX'],But You Caint Use My Phone (Mixtape),2gc9WOWqVRrGUENUjozcpY,319958,False,54,67,2655477,59
Fell On Black Days,1wlKw9NAWVWpx7OIAyg9EA,['Soundgarden'],['5xUf6j4upBrXZPg6AI4MRK'],Superunknown,1xHWwGSoF1DNE4hqgBRkJX,283026,False,70,68,3999366,49
Is There Anybody Out There?,5aeIj88MLdekYvObw5Yisk,['Machine Head'],['0lVlNsuGaOr9vMHCZIAKMt'],Is There Anybody out There?,0IalnI5Z5nOfqOt9HusTCx,272665,False,66,58,1217353,0
Lil Bebe (feat. Lil Baby) - Remix,2fwkl5Z8ujDtAh6qxEA5x0,['DaniLeigh'],['0XIKGBo9PnK1ApI5tZA60d'],Lil Bebe,0slBPOEcQSV6zv4M9Q8ZC3,174720,True,55,60,1162467,0
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",6SI4JD7iyQ0rrudhCNtMv0,"['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']","['2yQf6b8hxahZaT5dHlWaB1', '6FD0unjzGQhX3b6eMccMJe', '4VmEWwd8y9MCLwexFMdpwt', '0dS5xeDefwoUNasLUHnCjR']",Only Built 4 Cuban Linx...,7btiyhWzUfzxN3ijSiBpC8,253226,True,62,66,857057,62
Honesty,19gCnDoMbugHhF7eMpLpe1,['Pink Sweat$'],['1W7FNibLa0O0b572tB2w7t'],Would You,5juwwPDAXjR7HPuydxHP3Y,189000,True,70,69,1690020,0
Dose,6Gcv1c96EIihHdJeERkpc8,['Avenged Sevenfold'],['0nmQIMXWTXfhgOBdNzhGOs'],The Stage (Deluxe Edition),0OJ2cB135AqvHEtfXifM5D,298531,False,41,75,6234389,60
A.D.I.D.A.S. (All Day I),2i6KDTQPyVkkT2xfq784dv,['Ro James'],['7r2oyrNc0YjSC7hZL87V0Y'],ELDORADO,1SXqTsVnjtIULG5YKXafeY,309986,False,42,46,271770,54
Woman Like Me (feat. Nicki Minaj),6rrTr2HEAzlpC4KWZxF3S1,"['Little Mix', 'Nicki Minaj']","['3e7awlrlDSwF3iM0WBjGMp', '0hCNtLu0JehylgoiP8L4Gh']",Woman Like Me (feat. Nicki Minaj),0LwHCgw6mequ1dExqQEFpS,228206,True,60,80,19843016,53
Give Up the Goods (Just Step) (feat. Big Noyd),61VlApj8p2ZaP0WTunTrKT,"['Mobb Deep', 'Big Noyd']","['6O2zJ0tId7g07yzHtX0yap', '4bwxkkA3AAwyymVwXjxz0F']",The Infamous,1cCAb1vN8uUsdfEylVmTLs,243133,True,62,57,945080,75
Meadow,2gRk5paar8fnT28Q6AsKTj,['Stone Temple Pilots'],['2UazAtjfzqBF0Nho2awK4z'],Stone Temple Pilots (2018),1C4NZ4GnwIRNY0glvRpOon,208146,False,44,67,3222686,43
Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,['American Authors'],['0MlOPi3zIDMVrfA9R04Fe3'],"Oh, What A Life",2AAVQqcejMEgNpdg2raPYE,194240,False,81,66,1510834,0
Lust For Life,0kvH59HS2T2m4bsXJhBGNC,['Iggy Pop'],['33EUXrFKGjpUSGacqEHhU4'],A Million In Prizes: Iggy Pop Anthology (Edited Version),39vZUsVRUvo1l2HwR7Cfpg,312040,False,46,63,1484492,48
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",4vLYewWIvqHfKtJDk8c8tq,"['Miles Davis', 'John Coltrane', 'Cannonball Adderley', 'Bill Evans']","['0kbYTNQb4Pb1rPbbaF0pT4', '2hGh5VOeeqimQFxqXvfCUf', '5v74mT11KGJqadf9sLw4dA', '4jXfFzeP66Zy67HM2mvIIF']",Kind Of Blue (Legacy Edition),4sb0eMpDn3upAFfyi4q2rw,562640,False,63,60,1185359,65
Can I Borrow Some Ambition?,41qbQB9qmdkNdloodZOaPg,['Guttermouth'],['2zIenWuthqTgWumViRZCZV'],Covered With Ants,1cl1Pu41aa8RlTQdHfRT3M,140000,False,42,44,111892,0
Higher Love,3rocTBn0NsGrVAHGOZNzH5,['James Vincent McMorrow'],['7FDlvgcodNfC0IBdWevl4u'],Early in the Morning (Special Edition),33HjgKPNuu4pYcTzAShz2i,214786,False,52,56,591196,52
My Funny Valentine,3AeIbfjydFf46N27feEFri,['Gerry Mulligan'],['6l40OFJhuTbHQ9V12evc9K'],What Is There To Say?,0NUxMpyjIOP71y3NaThnTW,246066,False,36,47,93729,32
Drunk,4RnCPWlBsY7oUDdyruod7Y,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],+,02pi98kE0nra0yBqCStzbC,200093,False,66,91,112305182,77
Gone,4ddPowflGDH0ncKJ3wmx4b,['The Bouncing Souls'],['3mvTAjG7rcyk7DQzLwauzV'],How I Spent My Summer Vacation,5k8oPlSwfuAaqD6JvKWWwK,247106,False,41,51,193517,0
The Moon Is Down,3DIm2iPXGWHacY6uFpNBGk,['Further Seems Forever'],['1Enp9WKfk0aI9CFi2YGBq7'],The Moon Is Down,7JJNQLAixkJUjc5vCj19rP,192293,False,33,30,38321,34
Box,6oRQqfNnLmIZfAS6rNJp4S,['Sweet Jesus'],['0Y65neHGz3HM7Vx1i5QQR7'],Box,09oBme9WDUVLLicHCEXH06,118385,True,4,2,1260,0
Keep Your Head Up,5fpEDGQX0Ah3utGnFYulQZ,['Ben Howard'],['5schNIzWdI9gJ1QRK8SBnc'],Keep Your Head Up,2ayayPjccLHUIH1I29tBDI,264546,False,67,65,1987348,0
TV Party,4DA95pyBe6QORPGvTEuMWQ,['Black Flag'],['5Mhs3Eu8lU6sRCtRYsmABV'],Damaged,34aFnrFRBlErcbU6moRZR3,211200,False,48,49,555810,55
What A Difference A Day Made,5PbSvsljhgxijSYV5cG5xU,['Jamie Cullum'],['3XxxEq6BREC57nCWXbQZ7o'],Twentysomething,4OaxVN8Z7WGIvQBX7V8TTD,309693,False,61,56,507572,0
VCR,65O4mmCwB46tKBNQhY79Ty,['The xx'],['3iOvXCl6edW5Um0fXEBRXy'],xx,2nXJkqkS1tIKIyhBcFMmwz,177093,False,53,66,3888477,0
Acid,4J4S8Fm2BJt59zPWygsbpr,['Ray Barretto'],['2h4ndKS2vRWeFLpq8ARu0D'],Acid,1Kpl86iB5MWDc5shzyyW4L,307173,False,51,49,192636,0
Blue Rondo à la Turk,3cYHFvUYDVY9loQQ0LalJc,['Dave Brubeck'],['3kUKwTJdH8FuWzF8p6Dg9E'],Dave Brubeck's Greatest Hits,425dVE44lkA2a0FBI7MGLE,403693,False,36,51,375230,49
The Cave,3vUn7FE3ZaQgJmkhIrIirF,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],Sigh No More,7KkiEooAVT3EyqQMOl6Iah,217984,False,70,72,6490176,0
All the Wild Horses,2X5S5NV8Bj4WNTCnur6Ylt,['Ray LaMontagne'],['6DoH7ywD5BcQvjloe9OcIj'],Trouble,2DQHgaOMVOs2OKLaksiMx9,196453,False,43,64,983472,64
I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,['Death Cab for Cutie'],['0YrtvWJMgSdVrk3SfNjTbx'],Plans,1NFGnxmeIEBakre4DvLaJq,189186,False,67,64,1472468,65
Bang Bang,2VhPOtIQw2UpQmRVevdviU,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']","['2gsggkzM5R49q6jpPvazou', '66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']",Bang Bang,3UBY0Rsr5qPMpdOQ5zF0tv,199373,False,58,82,43388710,50
Limit To Your Love,33BnSMHgX0AsbKSIbkuMwh,['James Blake'],['53KwLdlmrlCelAZMaLVZqU'],Limit To Your Love,2OhS8YOLjwnEqj0cwMMj6W,276720,False,56,66,1320303,0
The Funeral,5lRzWDEe7UuedU2QPsFg0K,['Band of Horses'],['0OdUWJ0sBjDrqHygGUXeCF'],Everything All The Time,5uMfshtC2Jwqui0NUyUYIL,322173,False,73,59,983079,0
La La La,52gvlDnre9craz9dKGObp8,"['Naughty Boy', 'Sam Smith']","['1bT7m67vi78r2oqvxrP3X5', '2wY79sveU1sp5g7SokKOiI']",La La La,7L2vCH0rBeI5pKefCgWcV9,220779,False,61,72,11470422,53
Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,['Calvin Harris'],['7CajNmpbOovFoOoasH2HaY'],18 Months,7w19PFbxAjwZ7UVNp9z0uT,206413,False,83,86,23405876,81
Miss Take,4ooN58vt6HJdTH5QxPzQ5y,['Horrorpops'],['7MvgOAoxA9ZgOxtRBYxLWJ'],Hell Yeah!,0VOcNE4u7ADFpWm5AG7gDC,238333,False,36,33,81727,38
Royals,2dLLR6qlu5UJ5gk0dKz0h3,['Lorde'],['163tK9Wjr9P9DmM0AVK7lm'],Pure Heroine,0rmhjUgoVa17LZuS8xWQ3v,190185,False,81,76,9957334,82
Wherever You Will Go,0IF7bHzCXCZoKNog5vBC4g,['Charlene Soraia'],['0qk8MxMzgnfFECvDO3cc0X'],Wherever You Will Go,48LMoZ1QtUXWjUezlRzFRU,197577,False,60,41,51295,0
Don't Drop That Thun Thun,3gTBF9aB9MVCy9ejLo8HJJ,['Finatticz'],['49AG5IHkJj7M5faSOVGVAW'],Don't Drop That Thun Thun,1gzBszP1QO6VFmRm59yfmf,202199,True,51,33,15256,0
Little Things,0TAmnCzOtqRfvA38DDLTjj,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],Take Me Home: Yearbook Edition,5SxEsi1PNyo1XfEKDYcFKF,219040,False,76,85,31196067,1
"Your Fault, Not Mine",2sbl1sUFE4JRT1N230LkgW,"['Chin Up, Kid']",['2gzDWd9J6ea1uq0ZfbtNjj'],Swing with Your Eyes Closed,3DbCOvpz5k8f8r1ijaoZd5,183583,False,17,29,8041,0
Old Pine,3CAX47TnPqTujLIQTw8nwI,['Ben Howard'],['5schNIzWdI9gJ1QRK8SBnc'],Every Kingdom (Deluxe Version),2MxcbOGFi99D9JACvj74AH,328506,False,69,65,1987348,0
Roads,2sW8fmnISifQTRgnRrQTYW,['Portishead'],['6liAMWkVf5LH7YR9yfFy1Y'],Dummy (Non UK Version),3gxOtUSRzweDWBKlpj7cG6,303973,False,65,61,1767063,0
Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],Locked out of Heaven,3oP7uWUlDux6jlHTRlu0FC,233478,False,88,88,48382013,37
Am I Wrong,2wqaekenSQZm7hxQOYt8oE,['Nico & Vinz'],['0awl5piYwO0CDTHEkCjUhn'],Am I Wrong,1uaIXmroQAjO7DB6zZPcpV,247520,False,62,62,514239,54
Budapest,48gsLPdOUEDjr7P8Wvykne,['George Ezra'],['2ysnwxxNtSgbb9t1m2Ur4j'],Did You Hear the Rain?,17a7gzqcZt6SjXRQVoXN6M,202120,False,51,75,4037502,52
In The Waiting Line,5ARrtxJLVCeTv5TWo1oKgC,['Zero 7'],['14H7ag1wpQOsPPQJOD6Dqr'],Simple Things (Eastwest Release),79coNjazSJD8z4WHyhCz4w,271520,False,66,57,488700,0
Such Great Heights - Remastered,4G21jWo0Cm6lOIUNnZ2mUI,['The Postal Service'],['5yV1qdnmxyIYiSFB02wpDj'],Give Up,19AxGebIDoa4PrkvuZ2ACZ,266506,False,68,54,546212,0
Fair Weather - Remastered,3X3p3u03P8eFL8WTH0oaaU,['Art Farmer'],['4L9xEztn5PKQIO5WnI5W3u'],Modern Art,35GC6fz2v6ZoXcVlKf6BA6,344066,False,42,39,43798,39
Self-Portrait In Three Colours,1dLb36wK59q5QgGCZE9YyK,['Charles Mingus'],['1W8TbFzNS15VwsempfY12H'],Mingus Ah Um,4Z8nWz3dGybOP7lhMZpcOo,186706,False,37,47,432873,37
"Bewitched, Bothered, And Bewildered",0gE63HwMeWgK30ONO4witM,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],Ella Fitzgerald Sings The Rodgers And Hart Songbook,2IKkYyODXFNNE0OxirI8g6,423493,False,52,66,2293327,0
Clocks,0BCPKOYdS2jbQ8iyB56Zns,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],A Rush of Blood to the Head,0RHX9XECH8IVI3LNgWDpmQ,307879,False,84,89,44455565,85
The Man,2stPxcgjdSImK7Gizl8ZUN,['Aloe Blacc'],['0id62QV2SZZfvBn9xpmuCl'],Lift Your Spirit,1ImxhQBpfEQeM7bNh61Aqg,254880,False,61,65,707002,0
Natural's Not In It,42wVwmI5Vt9H5hwcXHg59E,['Gang Of Four'],['3AmWjMXXtBJOmNGpUFSOAl'],Entertainment!,1UMvR1rwj9EzLnbj4L6Zoy,186493,False,44,48,211361,52
Electric Feel,3FtYbEfBqAlGO46NUDQSAt,['MGMT'],['0SwO7SWeDHJijQ3XNS7xEE'],Oracular Spectacular,6mm1Skz3JE6AXneya9Nyiv,229640,False,79,74,2790267,78
Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","['5BcAKTbp20cv7tC5VqPFoC', '3JhNCzhSMTxs9WLGJJxWOY', '4myTppRgh0rojLxx8RycOp', '4e0nWw2r4BoQSKPQ2zpU13']",The Heist,76FXHQhTuT4QMIxfL09gX8,258342,False,83,75,1190500,77
The Red One,1P4XzKG2bldGbhg6EO1N23,"['John Scofield', 'Pat Metheny']","['14RXohtx6NiBGFTW8IdmAK', '3t58jfUhoMLYVO14XaUFLA']",I Can See Your House From Here,6rrp2wRfrtYxuHM6N5Uavb,259360,False,44,48,241332,38
Come & Go,0Lg9zPs4eGYWNO6Hn7pesf,['Broadside'],['7EGdqeEDe7WMqOVyDFUYyo'],Old Bones,7GdUZx66KIcDSQ069YlDXn,197306,False,37,51,81198,0
Yellow,3AJwUDP919kvQ9QcozQPxg,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],Parachutes,6ZG5lRT77aJ3btmArcykra,266773,False,91,89,44455565,88
Knock Knock,46wojTgyEs6lbgaWB6yIuz,['Mac Miller'],['4LLpKhyESsyAXpc4laK94U'],Knock Knock - Single,5ICp41WijCKVXXtxS0BVx8,197929,True,72,83,9016130,44
Off With My Head,5d7ObeNLyNFNMLutbFFoZO,['The Newports'],['0NByeXuR1nX5Egro0Kku4V'],That's Fine,6C1u9LLeoxeLVVuamCCUw5,154613,False,28,11,1684,22
Dead Inside,1SgdSmas6Lez0wtxJRQgcq,['Stabbed In Back'],['1nOYpoQpkZBaqUiQ3a1ivt'],Dasvidaniya,2EAcVkLw3W09YXNf7YRCRy,162280,False,6,1,652,5
Changes,3eTMWHfAxwRop0mAl1uOe5,"['Faul & Wad', 'PNAU']","['6HUm6AHJE0oisACMN6NNJ5', '6n28c9qs9hNGriNa72b26u']",Changes,2TQZYFed2I2ajTSzwZV7ag,342856,False,59,64,139540,0
What A Wonderful World,29U7stRjqHU6rMiS8BfaI9,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],All Time Greatest Hits,16niuq7vcf4QvnnrJO7yFc,139226,False,79,69,2674088,0
Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,"['Usher', 'Lil Jon', 'Ludacris']","['23zg3TcAtWQy7J6upgbUnj', '7sfl4Xt5KmfyDs2T3SVSMK', '3ipn9JLAPI5GUEo4y4jcoi']",Confessions (Expanded Edition),1RM6MGv6bcl6NrAG8PGoZk,250373,False,84,76,4841325,83
Never Say Never,57uX2vR9j9DNiANDYfXw1i,['The Fray'],['0zOcE3mg9nS6l3yxt1Y0bK'],The Fray,3ibdlhMmbFPMYoWvwHCzI3,256613,False,69,68,3929315,70
The Passenger,6pkv89yzv9kw6Vxhz8nSIH,['Iggy Pop'],['33EUXrFKGjpUSGacqEHhU4'],A Million In Prizes: Iggy Pop Anthology (Edited Version),39vZUsVRUvo1l2HwR7Cfpg,280826,False,50,63,1484492,48
History Of A Boring Town,6xOZCV4EPCupXwvqajSKzq,['Less Than Jake'],['20oQv3LStCKCjI9oQ0JNha'],Hello Rockview,2F9QXXQKnqqyzI1u4UK1Ss,202106,False,53,54,352309,57
All I Want,0NlGoUyOJSuSHmngoibVAs,['Kodaline'],['4BxCuXFJrSWGi1KHcVqaU4'],The Kodaline EP,13UF27he6juTSHhQHHjnL1,305746,False,82,69,2889755,0
Puddle of Blood,7MNf3ZfUzucHmNJdOQ4Lko,['Hard Girls'],['6563mhGHsuAERWMRk9FSr8'],Floating Now,5UsavsZQlnp3jfFwdUcnf4,133857,False,19,17,7135,16
Magic,23khhseCLQqVMCIT1WMAns,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],Magic,4cCfFozyo6JC8acN8uIP7u,285014,False,76,89,44455565,50
You're Beautiful,0vg4WnUWvze6pBOJDTq99k,['James Blunt'],['7KMqksf0UMdyA0UCf4R3ux'],Back to Bedlam,1ekaxA9Q5GzUPCepx4wzMF,209493,True,78,71,2799792,74
Rolling in the Deep,6ZPJun3hVXkjR62q6GxJh1,"['Urban Love', ""Mo'Nique""]","['6sZREHX9XWWC5van5XX6Q7', '5Ca7ZmupuEfBcIwg9MDVg7']","Vintage Café: Lounge & Jazz Blends (Special Selection), Pt. 2",2KkRoRZitNLlKexQ2wZb1N,248146,False,41,45,5074,45
Clarinet Marmalade,5H4bQ14RjOVM4eKtaIpn3B,['Bix Beiderbecke'],['3kfbYBrL3MCPAMUwKDRpc7'],"Bix Beiderbecke, Volume I: Singin' The Blues",4jjcve33dysP9gsA7Qb5Qc,192773,False,32,33,29984,36
Seven Years,0C71NJD4BhvPopTwI7a8KV,['Saosin'],['1NUOfvAhA9AvsF1ISMkgHX'],Translating the Name,3Lfxp4dgtCBJN74rmo7tiE,192786,False,57,53,423313,54
Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,"['Swedish House Mafia', 'John Martin']","['1h6Cn3P4NGzXbaXidqURXs', '2auikkNYqigWStoHWK1Grq']",Don't You Worry Child,3RKhRsifs4RWrqvWV1YpPY,212862,False,83,72,1877524,76
An Injury to One,5cPQjNwB13nlWGotDjSztF,['Great Collapse'],['2nq8wj1Z9T4V7vaFOUkMrd'],Neither Washington nor Moscow... Again,0zF7GMeOrpyYc0N19CKC0R,180626,False,16,10,3913,0
Tenerife Sea,1HbcclMpw0q2WDWpdGCKdS,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,241346,False,70,91,112305182,86
Taking A Chance On Love,0j8bnD1EGeUPjHBnXPHibI,"['Vernon Duke', 'Tal Farlow']","['66wHlBv24mr1yH7F4aF6yk', '0dIXV3ffgWlMcnywNIy0Wf']",The Complete Verve Sessions,1esWnRTGtgRaLC3QdkRv3x,284626,False,26,22,9377,23
You Go To My Head,4ymHy4hzJ09WxvvT7p0Azy,['Art Pepper'],['3GpMtIOC5ZLvMBMI7IxPvA'],The Return Of Art Pepper,3KEF0sqASzm7SVrozeiITT,258040,False,50,45,67854,46
Let's Call The Whole Thing Off,6NDaYWg85ZnJ3Ae0WkILWh,"['Ella Fitzgerald', 'Louis Armstrong']","['5V0MlUE1Bft0mbLlND7FJz', '19eLuQmk9aCobbVDHc6eek']",Ella And Louis Again,4HiAUqrMjmc3O1p50gWeaa,251600,False,54,68,2483708,0
Last Rock Show,7dlUNrNAcBsyBHMwfY7gvA,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],Songs People Actually Liked - Volume 1 - The First 10 Years (1994-2003),1mE248x5OCg2ffilAnFI0r,89168,False,24,61,1056950,44
Poison & Wine,4BFudy2Zbryi9a1KFad66B,['The Civil Wars'],['6J7rw7NELJUCThPbAfyLIE'],Barton Hollow,6yCzOeJHgOnJBP3K6IDPIV,219466,False,55,56,812718,0
Love More (feat. Nicki Minaj),2MDueMvPkUTpU6Xkmeinln,"['Chris Brown', 'Nicki Minaj']","['7bXgB6jMjp9ATFy66eO08Z', '0hCNtLu0JehylgoiP8L4Gh']",Love More,1GdHAXJBCb70LRcG2uOiWf,189706,True,60,86,23935522,0
Peace,2xwsf9FuFINP1X4FTsqZ7Q,['O.A.R.'],['1Cq0LAHFfvUTBEtMPXUidI'],The Rockville LP,23PusidYfyDzIC8X9l640f,215915,False,57,55,387301,52
Some Nights,6t6oULCRS6hnI7rm0h5gwl,['fun.'],['5nCi3BB41mBaMH9gfr6Su0'],Some Nights,7iycyHwOW2plljYIK6I1Zo,277040,True,72,67,3515933,72
"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh,['Kendrick Lamar'],['2YZyLoL8N0Wb9xBt1NhZWg'],"good kid, m.A.A.d city",6PBZN8cbwkqm1ERj2BGXJ1,310720,True,74,89,24095856,80
"Read All About It, Pt. III",1U0bhf79qQt8ozR25aXMtH,['Emeli Sandé'],['7sfgqEdoeBTjd8lQsPT3Cy'],Our Version Of Events (Special Edition),0QwbgAJnx9FEFFC3EsyLrQ,283706,False,51,63,2263356,64
Therapy,3Obxz980GJnoElXiPPL5Aq,['Cold Wrecks'],['66mvkoeTssT7z9uSV0OEy7'],Savannah,23OIssiWfFrUOhNvXaqa3R,134304,False,27,17,2964,20
Haupe,05d3KM9JTyNnnWIjo8PKvf,['Duke Ellington'],['4F7Q5NV6h5TSwCainz8S5A'],Anatomy Of A Murder,4X7DCRDIBXzXMOTL4CwrWw,156306,False,48,57,821731,0
