track_name,track_id,artists,artists_ids,album_name,album_id,duration_ms,explicit,popularity,popularity_per_artist,followers_per_artist,album_popularity
Bad To The Bone,6s0NHplywwr1IjnQpUpWJk,['George Thorogood & The Destroyers'],['4n31svBA9GGIYxGxgrQaRK'],BAD TO THE BONE,2YeoeDa3soxjD4ANZGG1fj,292173,False,72,58,831197,64
"10,000 Hours",6d1fGqMtdUEuHqFSDMlR0N,['Ella Mai'],['7HkdQ0gt53LP4zmHsL0nap'],CHANGE,5OEG0kAfeWe5Lze9RGbJHb,230240,True,52,71,5005496,51
Praying,0jdny0dhgjUwoIp5GkqEaA,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],Rainbow,1IYVB8NfiRqhdZlTxjspNh,230266,False,71,77,7571892,68
Rent Money,5W9QCBJ6Em0XWX333YrNhc,['Future'],['1RyvyyTE3xzB2ZywiAwp0i'],FUTURE,17FBoXK1NU2rvJBbzdzw0r,265366,True,59,90,13952339,78
Motivation,6rbhWExtuchhpLC5fHnB8n,"['Kelly Rowland', 'Lil Wayne']","['3AuMNF8rQAKOzjYppFNAoB', '55Aa2cqylxrFIXC767Z865']",Here I Am (Deluxe Version),673D6VTmxJquUg31Wq1j0S,230560,False,65,76,8510568,57
Say Yes to This,6cBwryv6XVRzGooXa1FjnM,['Jill Scott'],['6AVLthptCPhfrxlHadOBJD'],The Hamilton Mixtape,5AgsHUKFxr5DApRCmulIqJ,230360,False,41,57,1698169,60
Dollhouse,6wNeKPXF0RDKyvfKfri5hf,['Melanie Martinez'],['63yrD80RY3RNEM2YDpUpO8'],Cry Baby (Deluxe Edition),5JpH5T1sCYnUyZD6TM0QaY,231853,False,77,83,17404910,87
Until the World Goes Cold,1hPKSQuvfLlPeIu8xhRyTf,['Trivium'],['278ZYwGhdK6QTzE3MFePnP'],Silence in the Snow,5ZR5Nxs0Q9sQdNicw8u0fe,321161,False,58,62,1469235,46
Taipei Person / Allah Tea,0m9xl23pyUMGrxwP1YdSe2,['Stone Sour'],['49qiE8dj4JuNdpYGRPdKbF'],Hydrograd,4PERSgw7TXqpEZlIVN6zHr,316920,True,40,64,2730484,58
Malibu,1UZOjK1BwmwWU14Erba9CZ,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],Younger Now,5xG9gJcs9ut3qDWezHUlsX,231906,False,78,88,20860126,72
Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,['Galantis'],['4sTQVOfp9vEMCemLw50sbu'],Pharmacy,4QcXq4vTVN7dFb7bZa9jG2,227073,False,77,73,3360122,71
I Will Wait,1fXiYSWmkKJfRKMegCkI11,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],Babel,7rlmzEQPP4b6T6OhlnTdRn,276720,False,71,72,6490176,0
Send Me An Angel,1bKQ48M9onID2kbSpRy8kK,['Scorpions'],['27T030eWyCQRmDyuvr1kxY'],Crazy World,3dLKM8bD8R3H3XnSOXGjTF,273333,False,72,72,6415969,75
Bad Romance,0SiywuOBRcynK0uKGWdCnn,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],The Fame Monster (Explicit Version),4Rt6psVqmhnvrZLEoHocb6,294573,True,84,85,26575106,0
Hello Ego,2kt06ZsD735FYBZO8yAAQs,"['Jhené Aiko', 'Chris Brown']","['5ZS223C6JyBfXasXxrRqOk', '7bXgB6jMjp9ATFy66eO08Z']",Hello Ego,2vYEAU3L58qz0d8Mk2JVdi,228133,True,46,82,13040714,38
Better Off Without You,0NSqYlz5V1u6l68r1pzUPn,['Mallory Knox'],['7bHTSvk96ULRLZPZr1SoCZ'],Wired,1RSAewFsJ7Q2vM5QaYMY1W,176280,False,36,37,78461,35
Know No Better,6BKeNWeUqxmvQ09Gxd3ZGX,"['Travis Scott', 'Camila Cabello', 'Major Lazer', 'Quavo']","['0Y5tJX1MQlPlqiwlOH1tJY', '4nDoRrQiYLoBzwC5BhVJzF', '738wLrAtLtCtFOLvQBXOXp', '0VRj0yCOv2FXJNP47XQnx5']",Major Lazer Essentials,615Wwa9XvRQvJqVPEhlBAe,225849,False,60,81,16471894,33
Inis Mona,1KmeyQfVjX1odybN9aEfWt,['Eluveitie'],['5X0N2k3qMnI8kSrGJT3kfT'],Slania,164Eeq016zIYT40QvYuTbt,249240,False,57,55,516440,0
Wild Things,0bmm9xZUJQDR1tBhWtIXVM,['Alessia Cara'],['2wUjUUtkb5lvLKcGKsKqsR'],Know-It-All (Deluxe),3rDbA12I5duZnlwakqDdZa,188493,False,66,74,11487543,2
"Walk On Water (feat. A$AP Twelvyy, A$AP Ant, A$AP Nast, A$AP Ferg & Playboi Carti)",0WQcnrsEqrY2e5nexGe3HX,"['A$AP Mob', 'A$AP Twelvyy', 'A$AP ANT', 'A$AP NAST', 'A$AP Ferg', 'Playboi Carti']","['7yO4IdJjCEPz7YgZMe25iS', '0tPjSrb43a58uznKru1k2P', '45m1IiS45uD1HcPlYkNWKj', '1uLYUm2A6kpFYAECfAFoH1', '5dHt1vcEm9qb8fCyLcB3HL', '699OTQXzgjhIYAHMy9RyPD']",Cozy Tapes Vol. 2: Too Cozy,0qr1Fvi1haEDWVbFtekZLb,236226,True,59,63,2402152,66
This Is America,0b9oOr2ZgvyQu88wzixux9,['Childish Gambino'],['73sIBHcqh3Z3NyqHKZ7FOL'],This Is America,7arx9qPJexCsDz67El4qvk,225773,True,72,79,10900712,64
The Motto,4Kz4RdRCceaA9VgTqBhBfa,"['Drake', 'Lil Wayne']","['3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",Take Care (Deluxe),6X1x82kppWZmDzlXXK3y3q,181573,True,76,90,44575890,85
Southside,7lurcq2Yw96B1K0KOJAHxg,"['Lloyd', 'Ashanti']","['1Xfmvd48oOhEWkscWyEbh9', '5rkVyNGXEgeUqKkB5ccK83']",Southside,317R21F7calEn6gpLnHEkb,277840,False,63,68,2445970,57
Heaven and Hell,6DPZmWcljW3XCfMNlnqy9r,['Black Sabbath'],['5M52tdBnJaKSvOpJGz8mfZ'],Rhino Hi-Five: Bang Your Head 2,0VvDozXY0AHdsWhHJAWWTF,415933,False,9,73,6971190,6
For Whom The Bell Tolls (Remastered),51YZAJhOwIC5Gg3jMbAmhZ,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],Ride The Lightning,7a1dlwArQK6OCHkr2SNlZR,309973,False,73,83,24851302,0
American Girl,7MRyJPksH3G2cXHN8UKYzP,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],Tom Petty & The Heartbreakers,6TLTd0P2CUI0Q29AQ1LyFi,214733,False,74,68,2522505,68
Hate Me Now (feat. Diddy),158DIbrVt4YbqNnWyRCS3P,"['Nas', 'Diddy']","['20qISvAhX20dpIbOOzGK3q', '59wfkuBoNyhDMQGCljbUbA']",I Am...,4UhEjfIRx4tE1XRY21vwNa,284000,True,62,74,2379243,64
Poison,5XcZRgJv3zMhTqCyESjQrF,['Alice Cooper'],['3EhbVgyfGd7HkpsagwL9GS'],Playlist: The Very Best Of Alice Cooper,5M50gz8rh6inIVTdBUJ7z9,270080,False,75,65,3420841,0
Over and Over Again,4tLJlbnRoUz8BOfy2Xcsgk,['The Used'],['55VydwMyCuGcavwPuhutPL'],The Canyon,0SEhVELkAIQClxHypdgneN,314373,False,41,64,1100960,0
Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,['Jet'],['5ypxebeHEIXjMtJb17uJlI'],Get Born,6NrLpQCPYrNS3kVWxDgIlg,213800,False,78,62,542463,72
Back At One,6mwA6YiKDjAUG8kWvRRUPh,['Brian McKnight'],['6k0IBR0lU42s2GYpNX7kA9'],Back At One,0ZnKlkQrZb1xDbT8bmPSjo,263666,False,70,59,1411461,65
Rise,3u1S1OmAUhx5DRlLrXqyp3,"['Jonas Blue', 'Jack & Jack']","['1HBjj22wzbscIZ9sEb5dyf', '1INuLZXjjVbcJRyWvD1iSq']",Rise,3KjCdhPbjbLptyJzviKu4P,194407,False,67,68,2608264,59
Quantum Flux,1ZiTdxdpKQuovW4ERgBIO2,['Northlane'],['3qyg72RGnGdF521zMU02u9'],Singularity,3MBN77Dl5lRLsA5CJLvEuM,243939,False,54,53,308384,0
Last Young Renegade,66hOCG7IpEJI5wfLDhajxD,['All Time Low'],['46gyXjRIvN1NL1eCB8GBxo'],Last Young Renegade,0gpNGTVNivS2wB32tzV3OH,214093,False,50,70,2942245,57
Stay Ready (What A Life),5nkUIVKqOqdpB6ApKgEMkv,"['Jhené Aiko', 'Kendrick Lamar']","['5ZS223C6JyBfXasXxrRqOk', '2YZyLoL8N0Wb9xBt1NhZWg']",Sail Out,73TNMu44lT0m1h1Nn6Bfiq,382760,True,74,83,15290318,73
We're Not Gonna Take It,1hlveB9M6ijHZRbzZ2teyh,['Twisted Sister'],['7b85ve82Sh36a3UAx74wut'],Rhino Hi-Five: Twisted Sister,0pYdfWiG4v5OhcC8LFvWrr,219666,False,76,63,2393574,49
The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,['Europe'],['7Js6Lde8thlIHXggv2SCBz'],The Final Countdown (Expanded Edition),5Jkd47JEaCU1g4DcGBnHm3,310333,False,79,64,1358567,74
Gimme the Loot - 2005 Remaster,1xIxMz1sNQ4b6svH1GuTtF,['The Notorious B.I.G.'],['5me0Irg2ANcsgc93uaYrpb'],Ready to Die (The Remaster),2HTbQ0RHwukKVXAlTmCZP2,285946,True,68,78,8899779,81
Cemetery Gates,4vJr55lngvhSM8WIh9CjQc,['Pantera'],['14pVkFUHDL207LzLHtSA18'],Cowboys from Hell,5szY4sBOSD6IFjFN1RtWTe,422933,True,69,69,4406473,72
Hol' Up (feat. Yo Gotti),5Vuwtny21QCtO6YOHcUKct,"['Tamar Braxton', 'Yo Gotti']","['1MT1Wz4G9Z9EVOg4L5zZMS', '6Ha4aES39QiVjR0L2lwuwq']",Bluebird of Happiness,4sqPEelEOjHVrGQXF2XkLB,239481,False,32,56,2694666,0
Titanium (feat. Sia),0lHAMNU8RGiIObScrsRgmP,"['David Guetta', 'Sia']","['1Cs0zKBU1kc0i8ypK3B9ai', '5WUlDfRSoLAfcVSX1WnrxN']",Nothing but the Beat Ultimate,1fAn5gw4Q5HN8Wpx2neYd2,245040,False,72,86,26166880,66
Black Barbies,3y9cCbnBn0zjkJa2YkOj70,"['Nicki Minaj', 'Mike WiLL Made-It']","['0hCNtLu0JehylgoiP8L4Gh', '0NWbwDZY1VkRqFafuQm6wk']",Black Barbies,0bfNmMmjV6nvDwwhUvL7e8,254080,True,64,76,14889377,56
Burn,0xMd5bcWTbyXS7wPrBtZA6,['Ellie Goulding'],['0X2BH1fck6amBIoJhDVmmJ'],Halcyon Days,3KVeczHxWg5YFKb0gS62f2,231211,False,62,81,11987762,59
TEMPTATION,3gJDgenxLephg09x86IxPs,['Joey Bada$$'],['2P5sC9cVZDToPxyomzF1UH'],ALL-AMERIKKKAN BADA$$,6swV0WUnPygRIMgEKn6Ige,244197,True,70,74,3034994,0
Work,72TFWvU3wUYdUuxejTTIzt,"['Rihanna', 'Drake']","['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']",ANTI,3Q149ZH46Z0f3oDR7vlDYV,219320,True,80,93,65472473,0
Girls,5h40ovzXu7rF7Giwb9oXYy,['Beastie Boys'],['03r4iKL2g2442PT9n2UKsx'],Licensed To Ill,11oR0ZuqB3ucZwb5TGbZxb,132706,False,62,71,2518698,76
Angels,67kXYrMTQbS7MVbXyGyxHm,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],American Teen,6kf46HbnYCZzP6rjvQHYzg,170680,False,59,85,15984509,83
Young And Menace,6XEPmHllDGDaO4w84Xjtgi,['Fall Out Boy'],['4UXqAaa6dQYAk18Lv7PEgX'],MANIA,02s2F3XMnv9vr2syELbSsu,223946,False,51,79,10033446,58
Rain Come Down,2zHmESGHFkWNllG1QvzBxT,['Vince Staples'],['68kEuyFKyqrdQQLLsmiatm'],Big Fish Theory,5h3WJG0aZjNOrayFu3MhCS,281053,False,41,68,1748432,60
House On Fire,4c75xeSteTcgSSxRtsKqOJ,['Rise Against'],['6Wr3hh341P84m3EI8qdn9O'],Wolves,4sz6Fn4BYORRLIc1AvQwQx,194506,True,53,71,2626435,58
Whippin (feat. Felix Snow),3QWjljChcOMkRDYSzF33Qr,"['Kiiara', 'Felix Snow']","['4u5smJBskI6Adzv08PuiUP', '1qskAseW7apRxJBpYAO9Yk']",Whippin (feat. Felix Snow),5PK9tQ7Ou1AvIww8zRn3SL,160596,True,49,50,461764,41
Push It On Me - From “What Now?”,0wasgXy8PI6t4EfA49YnXE,"['Kevin Hart', 'Trey Songz']","['3rHl3rSgCnHhOlVB87ZxyF', '2iojnBLj0qIMiKPvVhLnsH']",Kevin Hart: What Now? (The Mixtape Presents Chocolate Droppa) [Original Motion Picture Soundtrack],3AFjaBvKk8vtVkaTtXA4QY,232806,True,41,52,3756872,41
Fight Night,6Xa2q0dapj03CsRzmD0Os5,['Migos'],['6oMuImdp5ZcFhWP0ESe6mG'],No Label II,56PJDByaunMWwCqs5rV3Nc,216247,True,69,77,13191291,1
Crush,3Txcx4jhuiTZSvhAL0WaRc,"['Yuna', 'Usher']","['3kHVioJpVxlazAAKQ64pC1', '23zg3TcAtWQy7J6upgbUnj']",Chapters (Deluxe),4hynGWtmIAaKmaOm8snH71,243133,False,59,68,5471514,54
You Got Me,4ztaHDRJVuQe61KVCIpgqw,['G-Eazy'],['02kJSzxNuaWGqwubyUba0Z'],When It's Dark Out,09Q3WwGYsQe5ognkvVkmCu,207986,True,51,75,5169340,74
Romantic - NOTD Remix,7e6FvCvngX5job1PUYIIIL,"['Stanaj', 'NOTD']","['3zrUX1hQrUB9aXcOiyQLmN', '5jAMCwdNHWr7JThxtMuEyy']",From A Distance,2ekHnPrPK0Fqxt0mSGDbZs,184840,False,49,53,170842,42
Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,['Ted Nugent'],['21ysNsPzHdqYN2fQ75ZswG'],Ted Nugent,71SdSYZuuy7fCWbx0iqtac,503066,False,65,54,1097909,60
Fruit Punch,0lpRp9KzzMbC0w1uiL7H7f,['Kaiydo'],['6y02TEMv71ArWB2qhIaQ5m'],Fruit Punch,0oeJCHQwiz5dQhMuiFlhhM,221622,False,50,34,21030,43
Where Ya At (feat. Drake),5nN8BwAQDJDguq7Dpd3JQQ,"['Future', 'Drake']","['1RyvyyTE3xzB2ZywiAwp0i', '3TVXtAsR1Inumwj472S9r4']",DS2 (Deluxe),0fUy6IdLHDpGNwavIlhEsl,208026,True,68,93,44757589,78
Good Christian Man,6gOAOIuhReJwueiovuwie5,['Have Mercy'],['2UvzehEVGcYTPKNwJSZ2kM'],Make The Best Of It,1AThhP89hCUnqymOiuI3AV,241522,False,28,40,71726,0
Let It Go,4Cf7HDam6eNq1Rg2Gv8Ag7,['Betraying The Martyrs'],['4tEWLl4loWFLgs25trNnro'],Phantom,2APaKIHAFX5y3JbjSqEDVO,262749,False,48,41,142242,0
Album of the Year - Freestyle,6rDaCGqcQB1urhpCrrD599,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],Album of the Year (Freestyle),2uL4yvjeT0c3Wv8CF9lQcN,138872,True,60,87,20225690,53
Bow Down,2Vpj5colB0MPy3Zg5SITEC,['Westside Connection'],['3zNM2tRfTX6LI1lN2PlrTt'],Bow Down,5VCY0uIkkoaaji9ciCLS0D,206826,True,61,57,1353242,59
Hurts So Good,46ydq5g3k17iLJs3qMDvO6,['Astrid S'],['3AVfmawzu83sp94QW7CEGm'],Astrid S,5iK2afnsB8wwv9WULCE9e7,208728,False,72,67,1293261,64
Misery Business,6SpLc7EXZIPpy0sVko0aoU,['Paramore'],['74XFHRwlV6OrjEM0A2NCMF'],Riot!,71rziY9eLo1tA2dBMxrwhc,211520,False,77,78,7785550,74
"Mama, I'm Coming Home",0S3gpZzlT9Hb7CCSV2owX7,['Ozzy Osbourne'],['6ZLTlhejhndI4Rh53vYhrY'],No More Tears (Expanded Edition),6eh82ojicL8RSJF7GkYTh7,251866,False,70,71,4789849,70
Ms. Fat Booty,0IVAlb0cFCH1cQ974iR1TU,['Mos Def'],['0Mz5XE0kb1GBnbLQm2VbcO'],Black On Both Sides,5gK2l2LgWY0BA4p9uy27z6,223546,True,72,65,1362979,69
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2yr2HnFYl7XvqJk4fXoQBt,"['Mario Winans', 'Enya', 'Diddy']","['4BIQA9vRkqXEnA2twmq7mU', '6uothxMWeLWIhsGeF7cyo4', '59wfkuBoNyhDMQGCljbUbA']",Bad Boy 20th Anniversary Box Set Edition,52TqKxbJkOBsbjKxlKgLwu,257333,False,71,68,1162132,66
Lucky One (feat. K.Flay),78VbQcPp4pfze0sMWyej6q,"['Tom Morello', 'K.Flay']","['74NBPbyyftqJ4SpDZ4c1Ed', '0pCNk4D3E2xtszsm6hMsWr']",The Atlas Underground,00k6w2zbvMRxiKqABBeh4p,212595,False,36,66,340082,25
Out In The Fields,0deI3lZkgbVt6wRsv5s0Ev,"['Gary Moore', 'Phil Lynott']","['23wr9RJZg0PmYvVFyNkQ4j', '7yVrX2XZQ8eaRiD1ykz0H7']",Run For Cover,5L7OArC51NP8i6EswjugZI,257706,False,55,50,344156,52
Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,['Shawn Mendes'],['7n2wHs1TKAczGzO7Dd2rGr'],Illuminate,1ne2D0NxoGyZd31gAM4HNd,187973,False,87,83,41623071,79
So Anxious,2zbjlcLi1VQWqDNYdhyx1l,['Ginuwine'],['7r8RF1tN2A4CiGEplkp1oP'],100% Ginuwine,0yfC7hiO3iAaVvNCVcwjVY,276066,False,69,66,2441994,63
Scars,1UREw2MCfU0xwBzCAjxlUD,['Papa Roach'],['4RddZ3iHvSpGV4dvATac9X'],Getting Away With Murder,25wlsi7SWD8mFKxaEWGYuL,208186,False,69,72,4770442,64
Carrie - Single Version,1qlRSRaD3Hb5lfzcAs0Ev1,['Europe'],['7Js6Lde8thlIHXggv2SCBz'],Essential - 80's Love,0wELDKiN6EnDFXc9HvvNPy,269586,False,16,64,1358567,44
Trouble,6q05Nn2QU91KkGxY0m8vCk,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],A Decade of Destruction,60GzWdXI6xLsOLV6rwnM3m,192188,True,48,75,6056105,0
Ruff Ryders' Anthem,1BKT2I9x4RGKaKqW4up34s,['DMX'],['1HwM5zlC5qNWhJtM00yXzG'],It's Dark And Hell Is Hot,2KwZgeD7BnTrOtiNvFr7CL,214440,True,73,71,4330955,0
Still Counting,7nsO4eXkY7DvrWbjYUDLJS,['Volbeat'],['0L5fC7Ogm2YwgqVCRcF1bT'],Guitar Gangsters & Cadillac Blood,1TboeUk2r0JXhxCU7kMSeO,261812,True,74,71,2357245,0
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,['Elton John'],['3PhoLpVuITZKcymswpck5b'],Honky Chateau,2ei2X6ghPnw7YRwQtAH075,281613,False,83,83,11608231,76
Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,"['Chris Brown', 'Lil Wayne', 'Tyga']","['7bXgB6jMjp9ATFy66eO08Z', '55Aa2cqylxrFIXC767Z865', '5LHRHt1k9lMyONurDHEdrp']",X (Deluxe Version),4yOWnTrCkOOpl4IiVnpj3H,264946,True,75,84,13335736,1
New Freezer (feat. Kendrick Lamar),2EgB4n6XyBsuNUbuarr4eG,"['Rich The Kid', 'Kendrick Lamar']","['1pPmIToKXyGdsCF6LmqLmI', '2YZyLoL8N0Wb9xBt1NhZWg']",The World Is Yours,1Hno6CtKbaFNAEPjRHDrc6,191937,True,66,81,13578720,68
What If I Was Nothing,28urem2KpSOkljclEk8X8G,['All That Remains'],['2zgG1GPDvjaBgxeQaVXI14'],A War You Cannot Win,2z7ilUF0lxqLbQGHOMnpcf,277346,False,60,58,1235278,0
Cowboys from Hell,2SgbR6ttzoNlCRGQOKjrop,['Pantera'],['14pVkFUHDL207LzLHtSA18'],Cowboys from Hell,5szY4sBOSD6IFjFN1RtWTe,243533,True,75,69,4406473,72
Symphony Of Destruction,51TG9W3y9qyO8BY5RXKgnZ,['Megadeth'],['1Yox196W7bzVNZI7RBaPnf'],Countdown To Extinction (Expanded Edition - Remastered),1w9opfGdFtR3ulNHxnnO1e,246733,False,72,70,4701571,68
Real Thing (feat. Future),5XOmSGj94D3jHvFwxOjzVD,"['Tory Lanez', 'Future']","['2jku7tDXc6XoB6MO2hFuqg', '1RyvyyTE3xzB2ZywiAwp0i']",MEMORIES DON'T DIE,4RQIHpmmapmEpOFNi2GvAB,243173,True,49,85,9740569,59
Through Oblivion,7maIZJnwsPBUWT9yJYyPoe,['In Flames'],['57ylwQTnFnIhJh4nu4rxCs'],Siren Charms,56aOAKw8w6xDzANjNhWasX,217266,False,36,65,1077177,43
All These Things That I've Done,5vollujufHY0jMZxx77VWr,['The Killers'],['0C0XlULifJtAgn6ZNCW2eu'],Hot Fuss,4undIeGmofnAYKhnDclN1w,301866,False,74,76,6992335,5
PUSH BACK,4JS7PwFSIt32LBRGl4nM0A,"['Ne-Yo', 'Bebe Rexha', 'Stefflon Don']","['21E3waRsmPlU7jZsS13rcj', '64M6ah0SkkRsnPGtGiRAbb', '2ExGrw6XpbtUAJHTLtUXUD']",GOOD MAN (Deluxe),5kXmI1B0BLb2joTTAckz9n,221280,False,51,76,5782303,50
The Motherload,7tuPKHwOe83qC2djmlKbFr,['Mastodon'],['1Dvfqq39HxvCJ3GvfeIFuT'],Once More 'Round the Sun,7iI8jE3kMRUNRaJSGWhE43,299786,False,14,58,822769,16
Sexual,5pqUc0SPA1EmhdOyD9Ou45,"['NEIKED', 'Dyo']","['5H6xmHXjsq98NLbEjuE29f', '4H1PNuHElBLVok0lnYMrRb']",Sexual,5vaB9ySiFpfeKfzBMa4jjH,188888,False,41,57,85844,34
"So Fresh, So Clean",6glsMWIMIxQ4BedzLqGVi4,['Outkast'],['1G9G7WwrXka3Z1r7aIDjI7'],Stankonia,2tm3Ht61kqqRZtIYsBjxEj,240026,True,75,75,2247525,78
Free,4Sv7Fo4bSpK0tM1WBspz4J,['6LACK'],['4IVAbR2w4JJNJDDRFP3E83'],FREE 6LACK,7iwGw8ob3YLqZrbKzGFnHi,263013,True,60,76,4239942,71
I Will Always Love You,4eHbdreAnSOrDDsFfc4Fpm,['Whitney Houston'],['6XpaIBNiVzIetEPCWDvAFP'],The Bodyguard - Original Soundtrack Album,7JVJlkNNobS0GSoy4tCS96,271093,False,79,76,9249962,77
Slow Hands,2cOUlop2ZakjOKe4WinesN,['Niall Horan'],['1Hsdzj7Dlq2I7tHP7501T4'],Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,188174,False,78,78,9499591,80
Adrenalize,06WohfoFEUa5faNy8f9S5N,['In This Moment'],['6tbLPxj1uQ6vsRQZI2YFCT'],Blood,1azQBA4tlIPpqXcABHVYkl,255773,False,59,61,1228083,0
"No Flag (feat. Nicki Minaj, 21 Savage & Offset)",1tyjWMMINb9S0YBynTvJ7s,"['London On Da Track', 'Nicki Minaj', '21 Savage', 'Offset']","['5Nf5yishRW9Ye174sJISkg', '0hCNtLu0JehylgoiP8L4Gh', '1URnnhqYAYcrqrcwql10ft', '4DdkRBBYG6Yk9Ka8tdJ9BW']","No Flag (feat. Nicki Minaj, 21 Savage & Offset)",4eGt5BVGxdgwgYD6yxXUSD,212383,True,49,76,11215957,42
Mother,7txxAtOMwLLnQTpKeBL6bp,['Danzig'],['34c4iQ5tkaZKu6Sv28BTde'],Danzig,3elIDlrTtrgKfbxYVgp3uW,204866,True,75,59,834509,69
Redneck,60KqEUtRPr7E0Difa7hfOy,['Lamb of God'],['3JFsVIxOn7STeilPICkkB2'],Sacrament,4KeArVJxJdHhTRmGWrudy8,220880,False,20,64,1827303,27
Undercover,6krNSTegkvGMmdIUOUEQH1,['Kehlani'],['0cGUm45nv7Z6M6qdXYQGTX'],SweetSexySavage (Deluxe),4B4in9QlrlYWSHlYSRebdC,183280,True,49,74,6899682,65
High Road,4QrvwbiPaOMqoayUJ1razT,['Mastodon'],['1Dvfqq39HxvCJ3GvfeIFuT'],Once More 'Round the Sun,7iI8jE3kMRUNRaJSGWhE43,255626,False,10,58,822769,16
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,"['YG', '2 Chainz', 'Big Sean', 'Nicki Minaj']","['0A0FS04o6zMoto8OKPsDwY', '17lzZA2AlOHwCwFALHttmp', '0c173mlxpT3dSFRgMO8XPh', '0hCNtLu0JehylgoiP8L4Gh']",STAY DANGEROUS,5IYvKd22yQkJRfoIStesbX,237240,True,67,78,12504676,63
1942 (feat. Yo Gotti & YBN Nahmir),794QVQtFNy7hvtjQP1keQd,"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']","['02kJSzxNuaWGqwubyUba0Z', '6Ha4aES39QiVjR0L2lwuwq', '3gGUMEwIX6XodWsYEvKSal']",1942 (feat. Yo Gotti & YBN Nahmir),2DD75QcOrA0GMAkTYfGWuG,213080,True,61,68,4133778,53
Oh Lord,1XUiFMK48Yy4fgds8l9aLH,['MiC LOWRY'],['0AJUYWKztkg5dnrHDIBv47'],Oh Lord,6Eo1mz4jCsdgiZYqGbUJkH,214744,False,43,34,48918,35
Run To You,2RWFncSWZEhSRRifqiDNVV,['Bryan Adams'],['3Z02hBLubJxuFJfhacLSDc'],Reckless,6ih2A54bXvPGnYkoesPX0Y,233270,False,73,75,3136202,45
Whore,2tAzcTFry1OhmNERFjUR93,['In This Moment'],['6tbLPxj1uQ6vsRQZI2YFCT'],Blood,1azQBA4tlIPpqXcABHVYkl,245533,True,66,61,1228083,0
Just Friends (Sunny),5jgEJXjECdlhzNgfITSTVm,['Musiq Soulchild'],['3UVRliakQfa1pMWIsNuiZ8'],Aijuswanaseing,2RmMKj20xouC3Mqq1CyZ3c,251426,False,63,59,1091312,59
Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,"['Omarion', 'Chris Brown', 'Jhené Aiko']","['0f5nVCcR06GX8Qikz0COtT', '7bXgB6jMjp9ATFy66eO08Z', '5ZS223C6JyBfXasXxrRqOk']",Sex Playlist,13QoXGJgs22WiDG1NWT00D,226580,True,71,76,9619512,64
Don't Let Me Down (feat. Khalid),2cSiyndkQZRPmYOfrk9WlC,"['Sabrina Claudio', 'Khalid']","['30DhU7BDmF4PH0JVhu8ZRg', '6LuN9FCkKOj5PcnpouEgny']",Don't Let Me Down / All to You,1NkkXbEvt3lhsVdgYYf8tn,176688,False,51,74,8775275,44
X Gon' Give It To Ya,1zzxoZVylsna2BQB65Ppcb,['DMX'],['1HwM5zlC5qNWhJtM00yXzG'],The Definition Of X: Pick Of The Litter,0d1szlYKqdELGIZltCxxpC,217586,True,74,71,4330955,0
Shadowboxin',7bp5DfkdK1OAvNJ1U4HfDA,"['GZA', 'Method Man']","['6ns6XAOsw4B0nDUIovAOUO', '4VmEWwd8y9MCLwexFMdpwt']",Liquid Swords,3k8xoyOXkGgZxUKgpmxz4P,209973,True,67,67,1205126,66
Tears Don't Fall,1kdiiFGX1Htx0aVZYaDwEJ,['Bullet For My Valentine'],['7iWiAD5LLKyiox2grgfmUT'],The Poison,58TQcPpRD9XcXhUDWF5P27,348386,True,65,67,2760830,65
Maybellene I Hofteholder,5EAqdVQ4SxklvmuFYHh9nK,['Volbeat'],['0L5fC7Ogm2YwgqVCRcF1bT'],Guitar Gangsters & Cadillac Blood,6QHLhOasL7wk8EduGT7iD8,200826,False,62,71,2357245,2
